Identifiant,NomGroupePlat,NumPlat,Aliment,NomFamPlat,TextRecette,Viande,Poisson,Ig(bas:55 ou moins; moyen: 56-60 élevé: >ou=70),MacroN,Végé,sansGluten,cétogène,DurPrep,SaisDeb,SaisFin,NumIng1,QteIng1,UniteIng1,NumIng2,QteIng2,UniteIng2,NumIng3,QteIng3,UniteIng3,NumIng4,QteIng4,UniteIng4,NumIng5,QteIng5,UniteIng5,NumIng6,QteIng6,UniteIng6,NumIng7,QteIng7,UniteIng7,NumIng8,QteIng8,UniteIng8,NumIng9,QteIng9,UniteIng9,NumIng10,QteIng10,UniteIng10,NumIng11,QteIng11,UniteIng11,NumIng12,QteIng12,UniteIng12,NumIng13,QteIng13,UniteIng13,NumIng14,QteIng14,UniteIng14,NumIng15,QteIng15,UniteIng15,NumIng16,QteIng16,UniteIng16,NumIng17,QteIng17,UniteIng17,NumIng18,QteIng18,UniteIng18,NumIng19,QteIng19,UniteIng19,NumIng20,QteIng20,UniteIng20,Prix,Diff,Medi,Sanssel,Porc
362,Légumineuses,70,Pois cassés,pois cassés à la tomate,"Cuire le riz et les pois cassées au préalable selon les instructions(30min) et reserverz..Dans une poêle, faites chauffer l'huile d'olive à feu moyen. Ajoutez les oignons et l'ail, et faites-les revenir jusqu'à ce qu'ils soient dorés et parfumés, environ 3 min. Ajoutez la tomate dans la poêle et laissez cuire pendant 4 min, en remuant de temps en temps, jusqu'à ce qu'ils commencent à ramollir et à libérer leur jus. Ajoutez les  pois cassés dans la poêle avec les tomates, les oignons et l'ail. Assaisonnez avec du sel et du poivre selon votre goût. Mélangez bien pour enrober les haricots du mélange de tomates.Laissez mijoter pendant environ 5-7 min, en remuant de temps en temps, pour que les haricots absorbent les saveurs de la tomate et des épices. Une fois que les haricots  sont bien chauds et que la sauce a épaissi légèrement, retirez la poêle du feu.Servez les pois cassés à la tomate dans un bol ou une assiette, garnis de persil frais. Dégustez chaud en accompagnement de riz cuit.",non,non,moyen,P-G,non,non,non,50,janvier,décembre,20515,150,g,20276,200,g,9120,60,g,17270,10,ml,20034,30,g,11023,5,g,11014,5,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
363,Légumineuses,71,Pois cassés,Gratin de  pois cassés et brochette de poisson,"Cuire les pois cassés selon les instructions(30min) et reserver. Préchauffez votre four à 180°C (350°F). Disposez les pois cassés dans un plat à gratin. Versez la crème liquide dessus. Salez, poivrez et ajoutez l'ail en poudre puis parsemez de fromage râpé, mettre au four 8-10min jusqu'à ce que le fromage soit légèrement grillé. Pendant ce temps,Enfilez les cubes de poisson sur une brochette en bois ou en métal. Assaisonnez les brochettes avec du sel, du poivre et un filet d'huile d'olive. Faites chauffer une poêle ou un gril à feu moyen. Ajoutez les brochettes de poisson et faites-les cuire pendant environ 3-4 min de chaque côté, jusqu'à ce qu'elles soient dorées et cuites à cœur. Disposez la brochette de poisson à côté du gratin de haricots blancs sur une assiette. Garnissez éventuellement de persil frais haché pour une touche de couleur et de saveur supplémentaire.",non,oui,moyen,P-L-G,non,non,non,45,janvier,décembre,20515,200,g,26043,100,g,19430,100,ml,12804,50,g,17270,10,ml,11060,2,g,20034,30,g,11023,2,pincée,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
364,Légumineuses,72,Pois cassés,Pois cassés au lait de coco,"Cuire les pois cassés selon les instructions(30min) et reserver). Mettre les oignons dans une casserole après les avoir préparés et coupés en fines lamelles, avec un peu d’huile d’olive. Couper la viande en petits morceaux. Ajouter et faire revenir les morceaux de viande. Ajouter le lait de coco. Puis ajouter l’ail écrasé, les noix, le poivre, le sel, le thym, le cumin, le persil et le laurier.Ensuite mélanger",non,non,bas,P-L-G,non,non,non,45,janvier,décembre,20515,200,g,18041,50,ml,15055,15,g,20034,30,g,11023,20,g,11014,10,g,11070,2,g,11042,2,g,11053,2,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
365,Légumineuses,73,Pois cassés,"Pois cassés aux herbes ,jambon de poulet","Cuire les pois cassés selon les instructions(30min) et reserver. Couper les tranches de jambon en petit carré. Dans une poêle, faites chauffer l'huile d'olive à feu moyen. Ajoutez les oignons hachés et l'ail émincé. Faites-les revenir jusqu'à ce qu'ils soient dorés et parfumés, environ 2-3 min.Ajoutez les pois cassés  dans la poêle, les oignons, l'ail et le jambon. Mélangez bien pour enrober les  pois cassés du mélange d'huile et d'aromates.Ajoutez le persil frais hachée dans la poêle avec les pois cassés. Assaisonnez avec du sel et du poivre. Mélangez bien pour combiner tous les ingrédients. Laissez mijoter pendant environ 2-3 min à feu doux, en remuant de temps en temps, jusqu'à ce que les pois cassés soient bien chauds et imprégnés des saveurs des herbes et des lardons. servez",oui,non,bas,P-G,non,non,non,45,janvier,décembre,20515,150,g,28963,80,g,17270,20,ml,20238,10,g,11023,2,g,11014,2,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,oui
366,Légumineuses,74,Pois cassés,Curry d'haricot rouge et pois casséss,"Cuire les pois cassés selon les instructions(30min) et reserver.Chauffer un peu d'huile d'olive ,faire revenir l'oignon et l'ail jusqu'à ce qu'ils soient dorés. Ajouter les  pois cassés et faire revenir pendant quelques minutes. Incorporer la poudre de curry, le curcuma et le cumin et bien mélanger .Verser le lait de coco dans la poêle. Ajouter les pois cassés cuits. Assaisonner avec du sel et du poivre selon votre goût. Laisser mijoter pendant 5min.Servir chaud.",non,non,bas,P-L-G,non,non,non,45,janvier,décembre,20515,150,g,20532,150,g,18041,100,ml,17270,10,ml,20034,20,g,11023,20,g,11005,1,pincée,11089,1,pincée,11042,2,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
367,Légumineuses,75,Pois cassés,Curry au pois cassés et Lentilles vertes,"Rincer les lentilles puis les cuires à l'eau bouillante sans sel suivant les instructions(généralement 25min).cuire les pois cassés selon les instructions(30min) et reserver). Faire revenir l'oignon haché et l'ail émincé dans un peu d'huile jusqu'à ce qu'ils soient dorés. Ajoutez les pois cassés dans la poêle et faire sauter pendant quelques minutes. Incorporer les lentilles, les tomates concassées, le lait de coco, le curry et le curcuma dans la poêle. Mélangez bien.",non,non,bas,P-L-G,non,non,non,45,janvier,décembre,20515,200,g,20587,100,g,20276,100,g,18041,100,ml,20034,50,g,11023,10,g,11005,1,pincée,11089,1,pincée,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
368,Légumineuses,76,Pois cassés,Curry de pois cassés au poulet et riz complet,"Cuire le riz et les pois cassés selon les instructions(30min) et reserver. Faire revenir l'oignon et l'ail dans un peu d'huile jusqu'à ce qu'ils soient dorés. Ajoutez le poulet et faire cuire jusqu'à ce qu'il soit doré. Versez le lait de coco et ajoutez les noix et la poudre de curry. Mélangez bien et laissez mijoter jusqu'à ce que le poulet soit cuit. Ajoutez les pois cassés, assaisonnez avec du sel et du poivre selon votre goût. servir avec le riz cuit.",oui,non,bas,P-L-G,non,non,non,55,janvier,décembre,20515,150,g,36040,150,g,9102,30,g,18041,100,ml,15055,10,g,11023,5,g,20034,50,g,11005,1,pincée,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,très facile,oui,<7g,non
369,Légumineuses,77,Pois cassés,Petits pois à la menthe et  pois cassés rôtis au four,"Cuire les pois cassés selon les instructions(30min) et reserver. Préchauffez votre four à 200°C (390°F). Dans un grand bol, mélangez les pois cassés égouttés et rincés, les quartiers d'oignon rouge et les rondelles de carottes avec l'huile d'olive, le romarin frais, le sel et le poivre noir moulu. Placez la plaque de cuisson au four préchauffé et faire rôtir les légumes pendant environ 25 minutes, en remuant à mi-cuisson pour une cuisson uniforme. Hacher les feuilles de menthe et les cuires avec les petis pois pendant environ 5min.",non,non,bas,P-G,non,non,non,45,janvier,décembre,20515,150,g,20009,100,g,20036,140,g,17270,10,ml,20238,50,g,11068,5,g,11027,5,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
370,Légumineuses,78,Pois cassés,Gratin  au pois cassés à la tomate,"Cuire les pois cassés selon les instructions(30min) et reserverPréchauffez votre four à 180°C.
Huilez le petit moule allant au four.Disposez une couche de pois cassés au fond du moule, puis une couche de tomate. Saupoudrez d'ail émincé sur les pois cassés, puis assaisonnez avec du sel et du poivre selon votre goût.Verser la crème fraîche sur les pois cassés. Saupoudrez le fromage râpé au dessus du gratin. Enfournez pendant environ 15min. Laissez reposer quelques minutes avant de servir chaud..",non,non,bas,P-L-G,non,non,non,50,janvier,décembre,20515,200,g,20068,100,g,12060,50,g,19430,100,ml,17270,15,ml,11023,5,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
371,Légumineuses,79,Pois cassés,Curry au pois cassés et dinde,"Cuire les pois cassés selon les instructions(30min) et reserver. Faites chauffer un peu d'huile dans une casserole à feu moyen.Ajoutez l'oignon émincé et l'ail émincé, et faites-les revenir jusqu'à ce qu'ils soient dorés et parfumés.Ajoutez les morceaux de dinde et faites-les dorer de tous les côtés. Ajoutez les pois cassés  et mélangez bien.
Incorporer la poudre de curry  et bien enrober la viande et les légumes.Versez le lait de coco et le bouillon dans la casserole et portez à ébullition.Réduisez le feu et laissez mijoter doucement pendant environ 10 min. Assaisonnez avec du sel et du poivre selon votre goût.Servez le curry de pois cassés  chaud.",oui,non,bas,P-L-G,non,non,non,45,janvier,décembre,20515,200,g,36304,100,g,25948,50,ml,17270,15,ml,18041,100,ml,11023,5,g,20034,25,g,11005,10,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
372,Légumineuses,80,Pois cassés,Filet de cabillaud sauce vin blanc et  pois cassés,"Cuire les pois cassés selon les instructions(30min) et reserver. Préparez l'échalote et faites-la revenir dans l'huile jusqu'à ce qu'elle soit translucide.
Déglacez avec le vin blanc et laissez réduire de moitié. Ajoutez le bouillon dans 50ml d'eau, le thym et l'ail et laissez réduire de moitié à nouveau. Assaisonnez avec du sel, du poivre, et du persil si désiré. Pendant ce temps cuire le cabillaud à dans une poêle huilée. Nappez le cabillaud et les  pois cassés de cette sauce avant de servir.",non,oui,bas,P-G,non,non,non,55,janvier,décembre,20515,200,g,26043,200,g,17270,20,ml,5215,50,ml,25948,50,ml,11023,10,g,11070,10,g,20097,30,g,11014,1,pincée,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
373,Légumineuses,81,Pois cassés,Filet de dorade cuit au four et pois cassés,Cuire les pois cassés selon les instructions(30min) et reserver.Préchauffez votre four à 200°C. Émincez finement la gousse d'ail. Disposez les  pois cassés dans un plat allant au four préalablement huilé. Déposez le filet de poisson sur les  pois cassés. Répartissez l'ail émincé sur le poisson. Arrosez le tout d'un filet d'huile d'olive. Ajoutez les brins de thym frais par-dessus.Assaisonnez avec du sel et du poivre selon votre goût. Enfournez le plat dans le four préchauffé et laissez jusqu'à ce que le poisson soit cuit..,non,oui,bas,P-G,non,non,non,55,janvier,décembre,20515,200,g,26043,200,g,17270,10,ml,11023,10,g,20097,10,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
374,Légumineuses,82,Pois cassés,Pavé de saumon grillé et pois cassés sauté,"Cuire les pois cassés selon les instructions(30min) et reserver. Faites griller légèrement les graines de sésame dans une poêle sèche à feu moyen jusqu'à ce qu'elles soient dorées.Huilez le pavé de saumon. Pressez le saumon dans les graines. Dans la même poêle, ajoutez un peu plus d'huile d'olive, puis placez le pavé de saumon côté peau vers le bas.Faites cuire le saumon pendant environ 4-5 min de chaque côté. Ajoutez le reste des graines et les pois cassés dans la poêle en fin de cuisson.Une fois que le saumon est cuit, servez-le chaud avec les  pois cassés.",non,oui,bas,P-L-G,non,non,non,45,janvier,décembre,20515,200,g,26161,200,g,15010,10,g,17270,30,ml,11014,10,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
375,Légumineuses,83,Pois cassés,Pois cassés et escalope de poulet aux olives,"Cuire les pois cassés selon les instructions(30min) et reserver. Dans une poêle, poursuivre la cuission des pois cassés avec l'ail, les herbes et épices pendant 5 min, rajoutez un peu d'eau si nécessaire. En parallèle cuire l'escalope à la poêle avec l'huile d'olive, puis ajoutez la crème, les olives et les herbes de provence.",oui,non,bas,P-L-G,non,non,non,45,janvier,décembre,20515,200,g,36029,160,g,13033,30,g,19430,100,ml,17270,10,ml,11023,60,g,11003,10,g,11060,10,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
376,Légumineuses,84,Pois cassés,Pois cassés & pommes de terre en épices,"Cuire les pois cassés selon les instructions(30min) et reserver;cuire à la vapeur les pommes de terre. Faire revenir les oignons dans de l'huile d'olive, y verser les  pois cassés et pommes de terre, les faire revenir 5min à feu moyen.  Ajouter les autres ingrédients et laisser encore 2min à faible cuisson.",non,non,moyen,P-L-G,non,non,non,50,janvier,décembre,20515,150,g,4008,150,g,20504,100,g,13033,45,g,17270,10,ml,5215,10,ml,20034,30,g,11052,5,g,11094,15,g,11042,5,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
377,Légumineuses,85,Pois cassés,"Pois cassés, crevettes et feta à la grecque","Cuire les pois cassés selon les instructions(30min) et reserver.Chauffer l’huile dans une grande poêle à frire. Ajouter les oignons et cuire doucement à feu moyen pendant 5min. Ajouter l’ail et les flocons de piments et cuire 1min de plus. Ajouter ensuite le vin et laisser évaporer complètement. Ajouter les  pois cassés ,le sel et le poivre et porter à ébullition, remuer constamment, jusqu’à l’obtention d’un mélange consistant: de 10 à 15 minutes. Ajouter les crevettes et bien brasser pour les incorporer aux  pois cassés. Transférer dans un plat allant au four. Saupoudrer le feta et les olives sur les crevettes. Enfourner dans un four préchauffé à 190°C (375°F) pendant 10 à 15 min, jusqu’à cuisson complète. Saupoudrer de persil.",non,oui,bas,P-L-G,non,non,non,45,janvier,décembre,20515,200,g,10021,100,g,13033,45,g,17270,15,ml,12061,50,g,5215,10,ml,11023,1,g,20034,30,g,20151,1,pincée,11014,5,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
378,Légumineuses,86,Pois cassés,Pois cassés au poulet  et aux herbes,"Cuire le riz et les pois cassés selon les instructions(30min) et reserver. Faites chauffer l'huile d'olive dans une poêle à feu moyen.Ajoutez le filet de poulet et faites-le dorer de chaque côté pendant environ 5min. Retirez-le de la poêle et réservez.Dans la même poêle, ajoutez l'oignon émincé et faites-le revenir jusqu'à ce qu'il devienne translucide. Ajoutez l'ail haché et faites-le revenir pendant 1min de plus. Ajoutez les  pois cassés et le concentré de tomate. Mélangez bien. Ajoutez le thym, l'origan, le sel et le poivre. Laissez mijoter pendant environ 10min. Remettez le filet de poulet dans la poêle avec les pois cassés. Laissez mijoter pendant 5min de plus pour que le poulet s'imprègne bien des saveurs de la sauce.Servez le avec du riz cuit.",oui,non,moyen,P-L-G,non,non,non,55,janvier,décembre,20515,200,g,20068,15,g,36040,200,g,9119,60,g,17270,15,ml,11023,1,g,20034,30,g,11038,1,g,11035,1,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
379,Légumineuses,87,Pois cassés,Tarte au pois cassés et à la Crème de Parmesan,"Préchauffez votre four à 200°C (390°F).
Déroulez la pâte feuilletée et découpez un rectangle. Placez la pâte sur une plaque de cuisson recouverte de papier sulfurisé. Piquez-la légèrement avec une fourchette pour éviter qu'elle ne gonfle trop pendant la cuisson. Dans un bol, mélangez la crème fraîche avec la moutarde de Dijon et le parmesan râpé jusqu'à obtenir une consistance homogène. Étalez cette crème sur la pâte feuilletée en laissant une bordure d'environ 1 cm tout autour. Disposez les  pois cassés de manière uniforme sur la crème de parmesan, saupoudrez lavec les herbes de Provence, le sel et le poivre.Arrosez légèrement d'huile d'olive.
Enfournez la tarte dans le four préchauffé et laissez cuire pendant 20 à 25 minutes, 
Garnissez avec des feuilles de basilic frais avant de servir.",non,non,moyen,P-L-G,non,non,non,55,janvier,décembre,20515,200,g,23424,75,g,12120,30,g,19430,30,ml,17270,5,ml,11013,5,g,11060,2,g,11033,3,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
380,Légumineuses,88,Pois cassés,"Tarte au pois cassés,tomate et au romarin","Cuire les pois cassés selon les instructions(30min) et reserver. Préchauffez votre four à 200°C (390°F).
Lavez  les tomates, puis coupez-les en tranches fines. Effeuillez quelques brins de romarin.Étalez la pâte brisée ou feuilletée sur une surface légèrement farinée. Transférez-la sur une plaque de cuisson recouverte de papier sulfurisé. Disposez les  pois cassés et de tomates de manière alternée sur la pâte, en les chevauchant légèrement. Parsemez les brins de romarin sur les légumes. Saupoudrez de fromage de chèvre émietté. Arrosez d'huile d'olive. Salez et poivrez selon votre goût. Sortez la tarte du four et laissez-la reposer quelques minutes avant de la découper.",non,non,moyen,P-L-G,non,non,non,55,janvier,décembre,20515,150,g,20276,150,g,23424,75,g,12120,30,g,12800,30,g,17270,5,ml,11013,5,g,11060,2,g,11068,2,g,11033,2,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
381,Légumineuses,66,Petits pois,Petits pois au poulet,"Dans une grande casserole, faites dorer les filets de poulet, puis réservez. Faites ensuite revenir les oignons et l'ail dans l'huile, remettez les filets et ajoutez les tomates et les petits pois (égouttés et rincés). Couvrez et laissez mijoter 20min (ajoutez un peu d'eau si nécessaire en milieu de cuisson), ajoutez le basilic et les olives en fin de cuisson.",oui,non,bas,P-L-G,non,non,non,40,janvier,décembre,20036,200,g,36040,150,g,17270,10,ml,20276,200,g,13186,40,g,20034,30,g,11033,20,g,11023,10,g,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
